ccode,year,styear,endyear,lqgia,qgia,qgig,lqgia1,qgia1,qgig1,pcig,pci,infla,loda,oda,lremit,remit,ltrade,trade,popg,lxrate,xrate,lforce,pop,linvest,invest,gfcf,mob,aidi,rents,fdif,lfdis,fdis,lgexped,gexped,lgexhpc,gexhpc,lgexhgdp,gexhgdp,gexhpcp,exexph,va,psavt,ge,rq,rl,cc,lgpva,gpva,govg,dcred,lfd,fd,fi,fm,fid,fia,fie,fmd,fma,fme,ldepen,depen,ldepen_old,depen_old,ldepen_young,depen_young,time,sinfla,cname,cticker
1,1999,1995,1999,-1.0730137,.34197634,.13554113,-.84362888,.43014672,.29976961,1.7780807,2928.3796,13.46523,-.45102105,.63697743,.74957132,2.1160927,3.9402747,51.432724,1.6390842,4.0445652,57.086369,8245706,29716668,3.2865944,26.7516,25.421217,.081904426,28.175543,16.100279,9.5160456,4.3632245,78.509872,1.4671874,4.3370199,3.7913606,44.316654,.92061251,2.5108278,204.96344,.14863697,.63299149,.50646305,.64860356,.62071121,.59704429,.65642035,-.49368617,.6103723,.60798204,4.8847237,-2.1912875,.11177275,.21163179,.0085085947,.03131168,.073093593,.65564519,.01889289,.0044245808,0,4.2659769,71.234459,1.8699664,6.4880786,4.1704779,64.746384,1 1995:1999,2.6001108,Algeria,DZA
1,2004,2000,2004,-.97206801,.37829989,.15130369,-.74192005,.4761987,.32335579,3.4193375,3330.8916,8.8206797,-.99153626,.37100628,.69438356,2.0024743,4.1288261,62.10498,1.3074092,4.3349671,76.322464,9324450,31861034,3.3649621,28.9324,23.238859,4.2855077,28.170469,23.325689,24.935694,5.1175985,166.93398,1.4671874,4.3370199,3.9866407,53.873611,.99583089,2.7069726,246.29539,.15865292,.66109169,.55362731,.68782848,.65523833,.65084541,.63632011,-.44499853,.64082521,.63904136,9.6799612,-2.151444,.11631608,.22273459,.0063540642,.039369799,.066132247,.69748133,.013518302,.0040010628,0,4.0607262,58.016418,1.9565533,7.0749002,3.9306784,50.941521,2 2000:2004,2.177099,Algeria,DZA
1,2009,2005,2009,-.89493364,.40863472,.21264811,-1.0096567,.36434403,.36434403,1.412963,3809.6018,7.4432716,-1.3633083,.25581306,-2.1719942,.11395016,4.2820835,72.391113,1.5541451,4.2554584,70.489105,10396880,34204436,3.5863981,36.103802,27.865915,70.952293,30.994141,31.620558,59.091461,5.8866606,360.20038,1.5970592,4.938488,4.7033119,110.3119,1.0318117,2.8061452,332.51144,.23618938,.67802858,.6214174,.71996862,.64359927,.66635531,.67860645,-.4034732,.66799593,.66717184,13.21959,-2.1125486,.12092938,.23188165,.006293064,.048285931,.071031421,.71054405,.013355972,.0040010628,0,3.9098263,49.890282,1.9681405,7.1573548,3.7549696,42.732925,3 2005:2009,2.0073104,Algeria,DZA
1,2014,2010,2014,-.81135964,.44425362,.30641636,-.64515561,.5245809,.40547904,1.3201805,4008.5461,8.282486,-2.3631544,.094122857,-1.156397,.31461772,4.1859236,65.754211,1.9352136,4.3433046,76.961449,11498068,37417324,3.7261126,41.517399,33.950451,100.69894,43.249912,27.86628,51.532688,6.4399462,626.37299,1.9939326,7.3443599,5.3952789,220.36365,1.4185048,4.1309395,558.71106,.20364437,.67782182,.59414023,.72404981,.56474143,.66446215,.68134212,-.42910287,.65109295,.64870566,15.559867,-2.0608957,.12733987,.24803525,.0027651519,.054234769,.086288929,.73867518,.003967715,.0040010628,0,3.9107113,49.934452,2.0122118,7.4798422,3.7484355,42.454609,4 2010:2014,2.1141431,Algeria,DZA
1,2019,2015,2019,-.70531583,.49395254,.37167341,-.57118458,.56485593,.45308754,.0025297811,4172.7778,1.5277698,-2.4550271,.085860863,.1265818,1.1349423,4.0284438,56.173428,2.0166032,4.7132258,111.41097,12365477,41390012,3.8851573,48.674599,40.991089,110.55116,54.658073,15.419422,24.445148,6.5562,703.5929,1.8919308,6.6321621,5.1806908,177.8056,1.471808,4.3571057,660.685,.26513585,.67677021,.63724494,.7214942,.56523621,.65459365,.66436225,-.42574403,.65328354,.65145612,23.943739,-2.0279162,.1316095,.25754026,.001669309,.07217411,.098498076,.72621447,.001051529,.0040010628,0,4.0229359,55.864864,2.1659148,8.7225771,3.8531704,47.142288,5 2015:2019,.42380902,Algeria,DZA
3,1999,1995,1999,-1.4443389,.23590198,.059789527,-1.2752728,.27935472,.14050052,1.8983239,850.75104,15.849681,2.2972543,9.9468346,1.2190409,3.3839407,4.070786,58.602997,3.0755656,6.3278637,559.95905,2490380.3,6283169,2.7429023,15.532,17.693907,.067360349,8.2520494,7.216414,3.3400543,2.2477145,9.4660759,.94883537,2.5827,1.4201194,4.1376143,-.21434973,.80706608,14.626756,9.3809996,.88659275,.94330335,.75606751,.7227062,.79212779,.67879587,-.22740397,.79659891,.7913416,7.0753732,-2.2617393,.10416915,.19992691,.0052379258,.026375376,.0097175445,.72324711,.013938835,0,0,4.5552659,95.132042,1.8822809,6.56847,4.4837208,88.563576,1 1995:1999,2.7631493,Benin,BEN
3,2004,2000,2004,-1.3928033,.24837804,.049646314,-1.2016079,.30071029,.15083227,1.6264989,933.93134,2.7393939,1.8571852,6.4056811,.53943223,1.7150328,3.7882402,44.178589,3.0191605,6.474987,648.71088,2894551.5,7301726.5,2.7597315,15.7956,17.666355,2.9280412,8.3081226,3.4581807,6.1870923,3.3688843,29.046104,.83189207,2.297662,1.5554067,4.7370124,-.25974345,.77124941,14.956972,11.126564,.8695417,.90292865,.76003861,.69527173,.73969054,.68223304,-.2549558,.77495074,.77045161,6.6412911,-2.3370817,.096609168,.1862195,.004055677,.030696405,.012761936,.65745604,.01079271,0,0,4.530396,92.795319,1.8309859,6.2400355,4.4607835,86.555283,2 2000:2004,1.0077367,Benin,BEN
3,2009,2005,2009,-1.350606,.25908321,.064560585,-1.6616292,.18982945,.18982945,.83887178,974.8924,3.1503956,1.8047446,6.0784187,.82320654,2.277792,3.7862892,44.09248,2.867388,6.1922035,488.92224,3375775.5,8459107,2.6382284,13.9884,15.734112,28.508644,8.9439487,3.4223676,15.570031,4.1034956,60.551579,.98953676,2.6899881,1.8565229,6.4014397,-.41294208,.66170061,15.169016,14.847221,.8785553,.86461574,.71611243,.67572463,.69732034,.66992188,-.28718215,.75037503,.74543542,11.917768,-2.2883377,.10143493,.19471653,.0050631659,.042386129,.029714961,.64339823,.013473774,0,0,4.5028791,90.276665,1.7999499,6.0493445,4.4335194,84.227318,3 2005:2009,1.1475281,Benin,BEN
3,2014,2010,2014,-1.2583963,.28410929,.071185365,-1.0283746,.35758772,.22292176,1.8011985,1025.2833,2.6924784,1.7224141,5.5980268,.61189604,1.8439243,4.0031538,54.770618,2.7960536,6.2002072,492.85123,3893921.3,9736154,2.8386691,17.093,18.885256,85.164558,12.464346,3.6075525,28.129354,4.7130752,111.39418,1.2880843,3.625834,2.1294985,8.4106483,-.32654768,.72140998,18.868065,22.523056,.86653632,.83642358,.72360134,.68541038,.69109368,.65467721,-.29711702,.74295706,.73870522,16.249565,-2.2253914,.10802512,.20652202,.0062372829,.050141893,.052517597,.63900989,.016598258,0,0,4.477284,87.995354,1.7877035,5.9757133,4.4069586,82.019646,4 2010:2014,.99046212,Benin,BEN
3,2019,2015,2019,-1.1838182,.30610773,.071586698,-.94930285,.38701072,.24030647,2.0296099,1125.788,.28786004,1.4748707,4.3704705,.49499893,1.6404965,4.103456,60.549179,2.7466352,6.3650508,581.17426,4541143,11181882,3.1526163,23.3972,22.947184,83.697624,15.938189,3.477263,15.929572,5.1978607,180.88486,1.1318433,3.101368,1.916748,6.7988133,-.52567339,.59115714,18.483622,23.8573,.87883598,.77877361,.71607351,.67849833,.68704134,.69027686,-.30347282,.73824996,.73486376,17.033308,-2.2231379,.10826883,.20676479,.0064745261,.052507848,.061026204,.62194413,.017229596,0,0,4.4404631,84.814224,1.737098,5.6808338,4.3711348,79.133392,5 2015:2019,-.71213996,Benin,BEN
4,1999,1995,1999,-1.0129288,.36315379,.095757283,-.80296767,.44799748,.27706119,3.8253078,4326.9019,10.492116,.62656897,1.8711795,-.19485374,.82295501,4.5949688,98.985054,2.3177075,1.3135861,3.7194884,546952.19,1540081.6,3.31917,27.6374,26.191381,1.3354578,24.726593,1.4343791,48.693207,6.6629915,782.88947,2.0292273,7.6082058,4.7231345,112.5204,1.161516,3.1947727,272.48212,82.151794,.96838194,.95366156,.89532536,.84508771,.88217294,.89100885,-.098782465,.90593976,.90493679,11.539622,-1.3629308,.25590965,.31339902,.19062412,.17703183,.13407663,.71403623,.036950998,.45763528,.098368004,4.367044,78.810303,1.7431291,5.715199,4.2917614,73.095108,1 1995:1999,2.3506241,Botswana,BWA
4,2004,2000,2004,-.99566227,.36947867,.10291376,-.78003824,.45838848,.28307578,1.2479759,4771.8589,7.4018073,-.54945815,.57726252,-.80345982,.44777706,4.4956174,89.623489,1.8411394,1.683244,5.3829899,626928,1704512.8,3.4095359,30.2512,26.878201,21.624548,24.817444,1.9236571,150.94908,6.6954474,808.7157,2.3682408,10.67859,4.9016032,134.50526,1.2456863,3.4753191,316.74432,76.347595,.94744724,.95641625,.90443331,.85079223,.8832199,.89709681,-.098089643,.90656763,.90577251,18.498104,-1.2250899,.2937313,.36836734,.21014681,.27466208,.14561889,.750157,.048048355,.56078893,.042848609,4.238739,69.320396,1.6990528,5.4687653,4.1565623,63.851631,2 2000:2004,2.0017242,Botswana,BWA
4,2009,2005,2009,-.95745528,.38386849,.10587286,-1.1861205,.30540377,.30540377,1.8731133,5503.9399,7.8128729,.8903423,2.4359634,-.32013786,.72604895,4.5072188,90.669304,2.023349,1.8267552,6.2136917,737439,1875915.4,3.4592462,31.792999,29.083683,62.215607,28.7938,4.3842359,212.45242,7.1075525,1221.1549,2.2543902,9.5294819,5.1542959,173.17386,1.1347729,3.110467,371.87418,74.595795,.91777676,.95892334,.89810538,.82526112,.88734972,.91852325,-.10426117,.90098995,.90004146,23.526218,-1.1061428,.3308326,.43291476,.21867178,.35641146,.20195411,.77532774,.070734464,.56078893,.042848609,4.1613073,64.155334,1.6618009,5.2687907,4.0756125,58.886543,3 2005:2009,2.0557728,Botswana,BWA
4,2014,2010,2014,-.87548542,.41665971,.13193139,-.64266753,.52588773,.35788229,5.491457,6362.2305,7.4570251,-.23282301,.79229379,-1.6514723,.19176735,4.6923356,109.10771,1.3376601,2.0450408,7.729475,886600.63,2038646.6,3.5635145,35.286999,33.169434,146.92932,32.671513,1.6672701,121.28426,7.4513931,1722.2611,2.0549593,7.80652,5.6310511,278.95514,1.3271897,3.7704322,565.62744,57.32925,.91022098,.96382058,.87735438,.82789195,.88608617,.90629691,-.11062042,.89527851,.89432418,29.849577,-1.0637286,.34516644,.44405547,.23576209,.38325223,.2311126,.72652322,.11901413,.55748487,.042848609,4.1339741,62.425507,1.6514436,5.2145023,4.0467463,57.211006,4 2010:2014,2.0091565,Botswana,BWA
4,2019,2015,2019,-.83503765,.43385816,.13447423,-.59333384,.55248231,.38676074,.6071381,7037.8506,3.6601622,-.63696247,.52889651,-1.4694794,.2300452,4.46246,86.700523,1.960295,2.348197,10.466681,1025303.4,2208697.5,3.4011774,29.999399,31.183182,155.15102,36.325817,.73527408,106.03071,7.702631,2214.1655,1.9883411,7.3034081,5.7969751,329.30194,1.4484403,4.2564707,760.37512,74.104828,.90468615,.95959622,.87955922,.81368136,.86627334,.88418269,-.12254831,.88466316,.8835566,32.227795,-1.0761737,.34089741,.43993378,.23147577,.37342364,.27188486,.65871602,.10994414,.55231738,.045284241,4.1361341,62.560501,1.7228355,5.6003861,4.0423512,56.960117,5 2015:2019,1.2975075,Botswana,BWA
5,1999,1995,1999,-1.6830047,.18581481,.039938156,-1.5598879,.21015963,.080805421,4.5973601,407.49805,6.8011231,2.7471116,15.597515,1.0186077,2.7693365,3.6508598,38.507759,2.7839406,6.3278637,559.95905,4501318.5,10675917,2.8316238,16.973,21.744223,.01773542,11.362043,11.1557,.9114114,1.9802576,7.2446094,.3648237,1.4402601,.89694595,2.4521029,.077847801,1.0809581,9.2520256,6.0473671,.75267661,.76003438,.67203492,.69818735,.64980751,.76593077,-.33345342,.71644527,.71487886,9.052331,-2.2418449,.10626229,.20680612,.0024812301,.033210408,.014204865,.73152477,.0066028908,0,0,4.6049314,99.976128,1.8177478,6.1579742,4.5413585,93.818153,1 1995:1999,1.9170878,Burkina Faso,BFA
5,2004,2000,2004,-1.7016964,.18237388,.036404002,-1.5618793,.20974155,.081945717,2.0447223,466.69669,1.5548286,2.3823352,10.830164,.39243355,1.4805795,3.4900796,32.788563,2.8805673,6.474987,648.71088,5001320.5,12306167,2.674783,14.5092,14.709779,1.3356757,11.436019,5.5224938,1.4280239,.9912678,2.6946485,1.37147,3.9411399,1.3302766,3.7820895,.24351306,1.275723,12.227327,8.6166153,.77934974,.78936547,.71391118,.71718627,.69044149,.75337821,-.30028731,.74060541,.73963559,10.642138,-2.3589289,.094521411,.18500441,.00115886,.0443254,.016449356,.6242547,.0030838849,0,0,4.5815172,97.662476,1.7418528,5.7079091,4.5212946,91.954567,2 2000:2004,.44136533,Burkina Faso,BFA
5,2009,2005,2009,-1.5510147,.21203274,.041841451,-2.1916852,.1117283,.1117283,2.4360511,539.99469,3.4268427,2.4833775,11.981664,.028153317,1.0285534,3.5764928,35.747948,3.0022833,6.1922035,488.92224,5548489,14266792,2.9195206,18.5324,17.12195,14.189718,11.882166,7.7493162,8.5884237,3.1529922,23.405998,1.335402,3.8015239,2.0527866,7.789578,.46711409,1.5953834,20.106148,24.16449,.77678525,.81355858,.70528471,.70720571,.72487652,.71908957,-.29957464,.74113339,.73994631,14.386541,-2.5576785,.077484421,.15221544,.00039287799,.054859199,.021352626,.47050911,.001045501,0,0,4.5646849,96.03231,1.6930051,5.435791,4.5064158,90.596519,3 2005:2009,1.2316394,Burkina Faso,BFA
5,2014,2010,2014,-1.3964658,.24747004,.058151327,-1.2142068,.29694545,.16195612,3.1918242,618.83527,2.7184129,2.1960158,8.9891281,.67600113,1.9660002,4.0627456,58.133701,2.9938402,6.2002072,492.85123,6129955.5,16583440,3.1067278,22.347799,21.107084,56.286922,14.306496,11.614886,16.002733,4.1279511,62.050667,1.3468921,3.8454559,2.3455968,10.4395,.44783086,1.564914,24.269608,28.393732,.7842164,.70688069,.71101803,.71844602,.71967983,.6953916,-.32489198,.72260541,.72192502,18.374794,-2.3226745,.098011091,.19037296,.002663366,.064498469,.03560419,.58040059,.007087579,0,0,4.544651,94.127556,1.6543913,5.2298956,4.4874859,88.897667,4 2010:2014,1.0000482,Burkina Faso,BFA
5,2019,2015,2019,-1.2668076,.28172961,.063431606,-1.077769,.340354,.18931232,2.6903796,695.61768,.63942611,2.0415821,7.702786,1.1028816,3.0128353,4.0716887,58.655937,2.8913779,6.365037,581.16632,7012951,19204610,3.1472938,23.273001,20.118105,90.801994,16.88904,9.856885,11.099399,4.7618041,116.95674,1.6541462,5.2286139,2.7647035,15.874333,.8959288,2.44961,45.791508,23.482822,.82217264,.64414752,.70758522,.68793839,.71435934,.73591894,-.33032936,.718687,.71651316,26.710848,-2.1720729,.11394119,.22346859,.00094263302,.090848222,.049667008,.64342988,.002508475,0,0,4.5076456,90.708015,1.588199,4.8949251,4.4521713,85.813087,5 2015:2019,-.36057389,Burkina Faso,BFA
7,1999,1995,1999,-1.2586709,.28403127,.067925148,-.99966246,.36800364,.24927382,9.6284046,1482.8636,.8695522,3.167032,23.736929,2.8318305,16.976507,4.3866043,80.367058,2.2132704,4.5075111,90.695793,134359,403807.59,3.4988201,33.076401,,.43421978,24.899426,.6323781,67.032715,5.3209867,204.58562,1.8677559,6.473752,3.8053894,44.942749,1.1510136,3.1613958,107.14518,3.8659155,.98820996,.96508342,.83134943,.68937242,.93506038,.90082371,-.12218657,.88498324,.8783316,32.049458,-1.979537,.13813318,.27052626,.001531957,.098046876,.20641576,.55531383,.0040767458,0,0,4.5855513,98.05722,2.2296417,9.2965345,4.4859438,88.760689,1 1995:1999,-.1304478,Cabo Verde,CPV
7,2004,2000,2004,-1.1836365,.30616334,.093685701,-.92061949,.39827225,.29554275,5.4723082,2080.6179,-.90408492,2.7892282,16.268459,2.6434894,14.062186,4.5666571,96.221916,1.6501901,4.6874523,108.57623,152812.59,442675.59,3.4248619,30.718399,,9.5592861,25.035957,.54270726,64.589333,6.3261223,558.9848,2.0433931,7.7167482,4.0337191,56.470531,1.1949822,3.3034987,123.18867,4.7499084,.95031953,.95904708,.82408851,.7258696,.86477184,.8499285,-.14810851,.86233753,.85854,35.723541,-1.9227039,.14621109,.28629494,.001672977,.11140027,.22541682,.56359178,.0044520199,0,0,4.4544539,86.009178,2.2615211,9.5976763,4.3361335,76.411507,2 2000:2004,-1.9040849,Cabo Verde,CPV
7,2009,2005,2009,-1.0748103,.34136254,.12114678,-1.0741665,.34158233,.34158233,5.732255,2796.9922,3.463372,2.582855,13.234869,2.3445992,10.429092,4.6296802,102.48128,1.2746153,4.4129405,82.511734,178050,474957,3.7479076,42.432201,41.757126,38.070934,28.362804,.50234115,352.24924,7.3833385,1608.9523,1.7679349,5.8587422,4.4562931,86.167503,1.0391446,2.8267982,151.92885,12.813662,.9627381,.93046468,.82118601,.72587603,.87231779,.88367927,-.14381999,.86604363,.86238199,47.95343,-1.6640714,.18936642,.37097505,.00198883,.14007182,.36637327,.61383158,.0052925479,0,0,4.2425513,69.585167,2.3105021,10.079485,4.086072,59.505684,3 2005:2009,1.2422427,Cabo Verde,CPV
7,2014,2010,2014,-.99150103,.37101936,.17621022,-.73075807,.48154381,.40019616,.31589243,3061.5747,1.0032259,2.7229459,15.225107,2.2534528,9.5205526,4.5869045,98.190033,1.2585561,4.4187961,82.996307,205952.59,505351.81,3.6937873,40.1968,38.34811,91.016106,40.254063,.55036134,358.04504,8.0655832,3183.0125,1.6322811,5.11553,4.6606212,105.7017,1.0899304,2.974067,183.25374,34.282139,.98803526,.90739167,.82144314,.74088693,.86869305,.89619464,-.13875555,.87044078,.86691564,63.894798,-1.4344157,.23825455,.467583,.001667802,.17277265,.56491119,.60845858,.0044382489,0,0,4.0356612,56.580326,2.1892562,8.9285688,3.8639195,47.651756,4 2010:2014,.0032207305,Cabo Verde,CPV
7,2019,2015,2019,-.90226394,.40565026,.20051621,-.65335971,.52029479,.41889307,2.6981094,3246.427,.85530716,1.9907142,7.3207607,2.5116503,12.325255,4.7090669,110.94859,1.1858798,4.5824943,97.757904,229013.41,537415.81,3.6263282,37.5746,,112.86539,48.9468,.6003865,213.21432,8.198741,3636.3689,1.6424764,5.1679521,4.6738458,107.10886,1.1622378,3.1970794,224.18913,23.556345,.9920823,.93117326,.84221554,.70976788,.85681349,.89112943,-.1386527,.87053031,.86590594,60.899296,-1.4180664,.24218184,.47438014,.0026056,.16570179,.57568765,.62873149,.0069338572,0,0,3.9306879,50.942005,2.0787354,7.9943528,3.7599819,42.947651,5 2015:2019,-.14469284,Cabo Verde,CPV
8,1999,1995,1999,-1.3622813,.25607592,.064936429,-1.174525,.30896568,.16356602,1.6324929,1009.373,2.9685965,1.5365053,4.6483178,-1.9242927,.14597897,3.783798,43.982773,2.6593561,6.3278637,559.95905,6442063,14350322,2.221657,9.2226,20.532957,.029716158,11.969194,7.8261976,5.366662,3.7075055,40.752026,.77396739,2.1683519,1.4777184,4.3829341,-.39407131,.67430598,13.7554,2.3434181,.6677649,.65471226,.65098315,.60899323,.58159477,.56554019,-.4754616,.62159806,.62019312,6.9391694,-2.6443689,.071050182,.13865682,.00127902,.04359347,.006256537,.46097341,.0034036459,0,0,4.5693474,96.481117,1.897189,6.6671271,4.4977407,89.813988,1 1995:1999,1.0880892,Cameroon,CMR
8,2004,2000,2004,-1.3272816,.26519719,.06003369,-1.1257167,.32441989,.16344425,1.9563886,1095.9395,2.1397927,1.6134461,5.0200815,-1.053702,.34864467,3.9136112,50.079472,2.6564741,6.474987,648.71088,7427534,16372130,3.0905058,21.988199,22.048441,4.5708413,12.014845,5.8846564,15.325702,4.4997487,89.99453,.98586005,2.6801159,1.865567,6.4595976,-.1864593,.82989234,18.336056,2.6218607,.65747875,.71335846,.68649024,.63943857,.59972906,.59011722,-.43422154,.64776874,.64620322,8.3767509,-2.6091251,.073598906,.14375508,.001200582,.044084784,.0062136091,.48019662,.003194913,0,0,4.5190887,91.751953,1.8287817,6.2262964,4.4488163,85.525658,2 2000:2004,.76070893,Cameroon,CMR
8,2009,2005,2009,-1.3098179,.26986918,.073906645,-1.627344,.19645065,.19645065,.42749599,1166.8392,2.6646717,1.6018412,4.9621601,-.45549238,.63413566,3.9932747,54.232197,2.7364082,6.1922035,488.92224,8459797,18745992,3.0747838,21.645201,22.240274,25.314653,13.395945,9.0888577,11.361498,4.8903852,133.00482,1.0594867,2.8848901,1.9754487,7.2098541,-.48761839,.61408716,16.206909,5.5201254,.6586898,.73928577,.66736627,.62063479,.60349643,.60003304,-.43347731,.648251,.64644969,9.3445139,-2.5288572,.079750113,.15544677,.001623911,.047444411,.017076643,.50240576,.004321448,0,0,4.4833059,88.526871,1.7622648,5.8256168,4.4152346,82.701248,3 2005:2009,.98008084,Cameroon,CMR
8,2014,2010,2014,-1.2502723,.28642681,.07581871,-1.0072451,.36522377,.2322633,1.8599889,1229.6865,2.277638,.798513,2.222234,-.36414889,.69478774,4.0004644,54.623508,2.7278471,6.2002072,492.85123,9241381,21498410,3.3425791,28.292,23.355112,59.940788,16.465521,8.2023134,21.820368,5.2578278,192.06387,1.0233685,2.782552,2.0672872,7.9033546,-.58264989,.55841666,17.062157,11.046435,.66273385,.68198442,.66590321,.61802554,.62343872,.58408397,-.44728506,.63936162,.63830125,12.965887,-2.4733319,.084303491,.16250132,.0035373999,.054217611,.032378629,.49349612,.009413505,0,0,4.45927,86.424377,1.7023175,5.4866481,4.3936801,80.937729,4 2010:2014,.82313895,Cameroon,CMR
8,2019,2015,2019,-1.1577419,.31419486,.074513517,-.91029018,.40240744,.25270274,1.6128294,1365.1179,1.3759018,1.0742592,2.9278231,-.15459074,.85676575,3.7938824,44.428558,2.6353135,6.365037,581.16632,10712224,24576728,3.3612154,28.8242,22.793653,78.807083,19.495255,6.1518397,31.538973,5.6223431,276.53653,1.0857837,2.96176,1.3199153,3.7431045,-1.3287398,.26481077,9.5422964,12.327498,.65320462,.6013642,.67954659,.62246078,.62016898,.58552164,-.46673787,.62704444,.62612581,14.833241,-2.3926234,.091389619,.17657526,.0034198491,.057843521,.0428853,.52518648,.009100684,0,0,4.4270582,83.684883,1.6315801,5.1119456,4.3640275,78.572937,5 2015:2019,.31910938,Cameroon,CMR
9,1999,1995,1999,-1.5819181,.2055804,.08108326,-1.443406,.23612216,.1401377,.77654648,473.72025,2.1697745,2.5966923,13.419277,-4.6051702,.0099999998,3.9025409,49.528137,2.5313866,6.3278637,559.95905,1393470.8,3391366.5,2.3249922,10.2266,9.7600832,.047616918,7.2978358,12.13558,1.8896881,3.3105805,27.401024,.52474034,1.69002,1.4055293,4.0776844,.5398168,1.7156925,10.98625,3.2214248,.70428556,.60774726,.59054899,.61665601,.60230482,.59631914,-.47861075,.61964363,.61848694,4.4991941,-2.7163737,.066114068,.13021401,0,.019293891,.0042154971,.47110587,0,0,0,4.4910989,89.219414,1.4138193,4.111629,4.4439182,85.10778,1 1995:1999,.77462327,Central African Republic,CAF
9,2004,2000,2004,-1.5322552,.21604788,.062769696,-1.3864274,.24996676,.12897225,-.90495598,461.85941,.69145817,1.9759458,7.2134395,-4.6051702,.0099999998,3.6426995,38.194805,2.1402111,6.474987,648.71088,1559263.4,3801126.8,2.1352546,8.4591999,8.8310003,.6618371,7.3395262,10.682364,1.9692445,3.5001252,33.119595,.44675034,1.563224,1.435033,4.1997833,.4270604,1.5327452,10.74964,3.4056985,.66912359,.57497275,.57575387,.59373635,.57648772,.579395,-.5193426,.59491152,.59368116,6.0080619,-2.8552985,.057538643,.1133244,0,.02133307,.0038323959,.40229169,0,0,0,4.4810057,88.323448,1.3412001,3.8236296,4.4367495,84.499825,2 2000:2004,-.30854183,Central African Republic,CAF
9,2009,2005,2009,-1.5279502,.21698,.073356725,-1.9022112,.14923826,.14923826,2.3078325,479.00494,3.4298828,2.3342085,10.321287,-4.6051702,.0099999998,3.5552309,34.995895,1.8222405,6.1922035,488.92224,1711989.8,4193090,2.3908341,10.9226,11.28728,9.2990723,8.2916336,9.8222885,12.318041,4.313252,74.682945,.32572758,1.385038,1.393844,4.030313,-.015663529,.98445851,8.3683672,9.3883801,.66307378,.5130834,.56885958,.55666709,.55611831,.58608806,-.55515778,.5739817,.57205039,6.8744941,-2.9057398,.054708298,.10774994,0,.022751037,.0060532209,.37445825,0,0,0,4.4865813,88.817276,1.3160535,3.728677,4.4436932,85.088593,3 2005:2009,1.2325261,Central African Republic,CAF
9,2014,2010,2014,-1.5080745,.22133575,.049145602,-1.314972,.26848182,.14195542,-5.0609961,477.28699,5.7565503,2.7206082,15.189557,-4.6051702,.0099999998,3.6556325,38.691986,.5751406,6.2002072,492.85123,1788856.8,4430786,2.56159,12.9564,13.565035,25.403725,10.112742,9.9406519,7.871664,4.8802295,131.66086,.4645161,1.591244,1.0997479,3.0034087,-.43623224,.64646757,5.5564537,10.602331,.62261701,.46108994,.56286728,.56749564,.54867011,.60593766,-.57723916,.56144631,.55852407,10.925847,-2.9110754,.054417182,.10717656,0,.033651665,.014834476,.3397699,0,0,0,4.5098443,90.907661,1.3385735,3.8135993,4.4669886,87.094063,4 2010:2014,1.7503384,Central African Republic,CAF
9,2019,2015,2019,-1.4476917,.23511237,.0540029,-1.2396852,.28947532,.16613188,2.8202143,400.84094,2.6578629,3.3205121,27.674517,-4.6051702,.0099999998,4.0213599,55.776917,1.2209125,6.365037,581.16632,1847453.3,4607686,2.6643908,14.3592,21.018482,28.354265,11.86143,11.738503,2.6037879,4.946312,140.65526,.55990833,1.750512,1.0387791,2.8257649,-.45855495,.63219655,5.2423038,24.133442,.63779163,.47684258,.52417314,.5348317,.51352966,.57247382,-.61014193,.54327375,.54084015,11.859976,-3.2278202,.039643824,.078079917,0,.031881601,.013231338,.23143801,0,0,0,4.5024929,90.241814,1.4080983,4.0881739,4.4561319,86.153633,5 2015:2019,.97752237,Central African Republic,CAF
10,1999,1995,1999,-1.7594109,.17214625,.061321199,-1.6124784,.19939283,.11202465,-.4101384,396.03967,4.6501822,2.6673598,14.401896,-4.6051702,.0099999998,3.9127688,50.037308,3.4395552,6.3278637,559.95905,2794797.5,7517642.5,2.7943993,16.3528,15.354079,0,2.7317958,12.106987,4.3671246,3.9771152,53.362869,.84988934,2.3393879,1.3590606,3.8925352,.72998011,2.0750394,18.529732,1.6771914,.66836995,.61765438,.70879209,.58301133,.59144759,.55911225,-.47578365,.62139791,.61911607,3.5239272,-2.4491963,.086362973,.13323627,.036858659,.014977921,.0057057091,.48752627,.098085925,0,0,4.6677642,106.45943,1.8291787,6.2287688,4.6074743,100.23067,1 1995:1999,1.5369064,Chad,TCD
10,2004,2000,2004,-1.6082432,.20023908,.061971456,-1.470506,.22980919,.11835786,9.2980824,452.22318,6.1617079,2.3518739,10.505237,-4.6051702,.0099999998,4.4482622,85.478279,3.7918468,6.474987,648.71088,3323436.5,9032321,3.7233002,41.400799,37.717041,.5310905,2.7632198,16.151447,58.642834,5.3113933,202.63234,.67820615,1.97034,1.7513577,5.7624211,.65965647,1.9341278,21.677612,5.1142406,.65819412,.58118224,.66324139,.6222918,.5970763,.57560158,-.48407888,.61626458,.61516583,3.8717754,-2.6348207,.071731828,.11390492,.027373455,.015369258,.0052928729,.41190183,.072844498,0,0,4.6808062,107.85699,1.7262136,5.6193361,4.6272998,102.23765,2 2000:2004,1.818354,Chad,TCD
