ccode,year,styear,endyear,lqgia,qgia,qgig,lqgia1,qgia1,qgig1,pcig,pci,infla,loda,oda,lremit,remit,ltrade,trade,popg,lxrate,xrate,lforce,pop,linvest,invest,gfcf,mob,aidi,rents,fdif,lfdis,fdis,lgexped,gexped,lgexhpc,gexhpc,lgexhgdp,gexhgdp,gexhpcp,exexph,va,psavt,ge,rq,rl,cc,lgpva,gpva,govg,dcred,lfd,fd,fi,fm,fid,fia,fie,fmd,fma,fme,ldepen,depen,ldepen_old,depen_old,ldepen_young,depen_young,time,sinfla,cname,cticker
46,1999,1995,1999,-1.2711546,.28050756,.074263588,-.95621473,.384345,.29648858,.76938558,4349.8818,8.1843176,-1.12339,.32517558,-2.0690038,.12631154,3.8410943,46.576408,1.7794409,1.5757638,4.8344326,15321745,42937008,2.8898048,17.989799,17.18623,5.4316812,46.073193,3.5954909,36.970516,6.2505636,518.30499,1.737253,5.6817141,4.4184952,82.971344,1.0065469,2.7361364,211.20938,8.9493647,.97274959,.42014706,.4842881,.39245051,.44284597,.55997026,-.60622001,.54540861,.51751345,118.45931,-4.6051702,.0099999998,0,0,0,0,0,0,0,0,4.2177167,67.878319,1.8959395,6.6588011,4.1144662,61.219513,1 1995:1999,2.1022198,South Africa,ZAF
46,2004,2000,2004,-1.2650694,.28221971,.070550539,-.96585637,.38065708,.27358264,2.2931404,4682.9053,8.1928082,-.99976367,.36796638,-1.4873751,.22596499,3.9833531,53.696781,1.2895676,2.0822923,8.0228395,17162368,46140144,2.8209145,16.7922,15.743572,30.411488,46.034431,4.0464859,47.035141,6.9891582,1084.808,1.6332731,5.1206079,4.4717669,87.511215,.94962519,2.5847406,215.97009,8.927083,.95113826,.4224495,.48653257,.40773803,.44316667,.53246176,-.61511058,.54058111,.51457393,124.52353,-4.6051702,.0099999998,0,0,0,0,0,0,0,0,4.0821218,59.271095,1.9022547,6.7009859,3.9621477,52.570107,2 2000:2004,2.1032567,South Africa,ZAF
46,2009,2005,2009,-1.2113546,.29779363,.080433249,-1.2846754,.2767404,.2767404,2.2386107,5417.6401,7.3779564,-1.1470116,.3175844,-1.3303171,.26439339,4.1121621,61.078625,1.3037028,1.9990755,7.3822279,18858204,49149264,3.0285771,20.667801,20.368229,84.246109,50.281921,6.4613466,122.39465,7.7264524,2267.5437,1.6183817,5.04492,5.21806,184.57576,1.1655728,3.2077596,352.15405,14.762678,.93306929,.30950689,.44659555,.37554082,.4088333,.4950549,-.70366871,.4947668,.46208996,148.31029,-4.3588872,.012792616,.025195509,0,.000146891,.0020167071,.09503182,0,0,0,3.9851122,53.791321,1.977006,7.2210903,3.8409615,46.570232,3 2005:2009,1.9984967,South Africa,ZAF
46,2014,2010,2014,-1.1656106,.31173226,.10145549,-.85680008,.42451835,.33740911,.99661022,5681.0454,5.9736605,-1.151458,.31617543,-1.3007122,.27233776,4.1130929,61.135517,1.5498608,2.1587155,8.6600065,19813292,52856940,3.0043252,20.1726,19.675026,127.87926,64.581284,5.8453856,99.851913,8.009429,3009.1973,1.7764529,5.9088602,5.7002616,298.94556,1.4220113,4.1454496,517.12158,22.81896,.93281436,.33905795,.44540858,.40717369,.41062409,.50969559,-.67833269,.50746238,.47804901,138.0127,-2.7097991,.06655018,.13107294,0,.001863242,.016245265,.48301467,0,0,0,3.9582345,52.364792,2.075413,7.9678359,3.7931709,44.396954,4 2010:2014,1.7873598,South Africa,ZAF
46,2019,2015,2019,-1.1199925,.32628226,.10491412,-.80154854,.4486337,.37340921,-.63207084,5659.0532,5.1164355,-1.0728698,.34202558,-1.3702247,.25404987,4.0906844,59.780804,1.4202237,2.6170263,13.69494,22549052,56990912,2.9382515,18.882799,18.916615,157.25363,77.601631,3.4836462,57.606026,7.8094568,2463.7913,1.8140472,6.1352282,5.5733914,263.32565,1.4826686,4.4046845,591.86493,22.377573,.93910384,.42520505,.451801,.41310388,.41972828,.50208175,-.64403206,.52517062,.50038803,133.98782,-2.9841452,.050582729,.099624477,0,.0031912171,.019835729,.35177201,0,0,0,3.9579377,52.349251,2.1666849,8.7292967,3.7755146,43.619953,5 2015:2019,1.632458,South Africa,ZAF
47,1999,1995,1999,-1.5278383,.21700425,.04252474,-1.3505599,.25909513,.11934077,3.1572638,939.50671,43.637314,.68629819,1.9863489,1.4293984,4.1761861,2.9882081,19.850079,2.636091,.46259266,1.5881863,7306044.5,25386614,3.0869706,21.910601,9.4181337,.017346829,7.302547,.57485658,5.3380885,2.6490695,14.140874,.012106392,1.01218,1.6394331,5.1522479,.19883583,1.2199817,25.967754,0,.52607512,.72529471,.94910139,.81224597,.80984199,.87012827,-.24575405,.78211457,.76919174,2.034209,-2.6791375,.068622313,.13460228,.00055179797,.019420354,.023000171,.4568544,.001468409,0,0,4.4891858,89.048904,1.5726243,4.8192792,4.4335465,84.229622,1 1995:1999,3.7759125,Sudan,SDN
47,2004,2000,2004,-1.4083563,.24454491,.058121998,-1.2248893,.29379022,.15113033,3.2607861,1091.6385,8.8386164,1.0427148,2.8369083,1.8218018,6.1829886,3.432579,30.956379,2.5280848,.95398629,2.5960376,8230580,28725118,3.1631432,23.6448,20.24979,1.0319221,7.2651558,9.0275173,25.197275,4.4807148,88.297775,.32518011,1.38428,2.0048685,7.425118,.23214424,1.2613016,33.880081,.68673676,.55361491,.75937682,.91964692,.83578068,.80892146,.83588547,-.2413868,.78553772,.77595544,4.6986694,-2.7856998,.061685905,.12094078,.00055179797,.021965027,.025333602,.39533335,.001468409,0,0,4.4768801,87.959808,1.5255177,4.5975232,4.4231958,83.362282,2 2000:2004,2.1791303,Sudan,SDN
47,2009,2005,2009,-1.3211173,.266837,.070914567,-1.7262267,.17795463,.17795463,5.1018419,1369.396,8.5760288,1.7598732,5.8117003,.93807632,2.5550616,3.7728994,43.50602,2.2333825,.78985524,2.2030776,9189790,32363316,3.5135019,33.565601,22.661745,20.242752,7.724093,17.553095,41.063263,5.5249267,250.86792,.68402767,1.9818439,3.3292675,27.917885,.6716944,1.9575514,77.292801,6.6943545,.55147851,.79712266,.88994867,.82960826,.80533195,.8126716,-.24714561,.78102696,.77231097,12.173293,-2.4540837,.085941918,.16860506,.00066058402,.035465475,.031747457,.54914236,.001757904,0,0,4.4660602,87.013237,1.5129129,4.5399356,4.4124746,82.473297,3 2005:2009,2.1489711,Sudan,SDN
47,2014,2010,2014,-1.3033751,.27161351,.07768596,-1.094967,.33455065,.19710092,6.1966152,1767.5243,25.373323,1.0187362,2.7696924,.32304749,1.381331,3.3248379,27.794495,2.3403447,1.3370625,3.8078413,10226167,36227736,3.5702705,35.526199,19.87158,69.494316,11.783007,12.648981,45.512352,6.1993284,492.41824,.79691237,2.2186799,3.3229957,27.743334,.33774865,1.4017881,60.215248,12.432318,.53989553,.78880292,.86978793,.80200148,.80795741,.76035601,-.27250862,.76146686,.75311619,10.705506,-2.4024711,.090494066,.17760903,.000622241,.03467904,.051750153,.55242866,.001655867,0,0,4.4364138,84.471451,1.5658385,4.7866869,4.3780785,79.684769,4 2010:2014,3.2336984,Sudan,SDN
47,2019,2015,2019,-1.2720118,.28026721,.080580316,-1.05415,.34848851,.21173865,.31626472,2052.408,31.988548,.96914285,2.6356843,-.26144987,.76993448,3.0129275,20.34688,2.3969862,2.8793867,17.803352,11732611,40835708,3.5667005,35.399601,11.713032,72.180687,15.242132,5.6478133,28.7349,6.4751129,648.79242,.79691237,2.2186799,3.4056652,30.134336,.32809186,1.3883165,71.427185,12.829408,.53416246,.76002115,.85902929,.77665901,.78405923,.76700699,-.29192704,.74682301,.7389515,8.8733597,-2.275481,.10274748,.20215578,.00020902501,.035700418,.061903734,.62996495,.00055624399,0,0,4.3794446,79.793686,1.6841389,5.3878093,4.309535,74.405876,5 2015:2019,3.465378,Sudan,SDN
48,1999,1995,1999,-1.5047886,.22206423,.054384425,-1.3224546,.26648042,.14751452,1.446173,494.44321,28.930576,2.4693284,11.814508,-2.3343298,.096875392,3.7391911,42.06395,2.534234,6.4540315,635.25824,14944169,31178588,1.8471942,6.342,18.561962,.076197803,5.1720424,8.7434273,7.1169796,3.5957994,36.444828,.86508757,2.3752141,1.013082,2.754076,-.29321164,.74586427,8.3440714,14.377447,.73387414,.41572636,.6349982,.54484916,.51793301,.58347684,-.55894911,.57180965,.56304002,3.8853602,-2.4960651,.082408622,.15495756,.0073491288,.046882786,.015031538,.50480962,.015033655,.004984444,.00035684201,4.5149193,91.370171,1.682103,5.376852,4.4542694,85.993317,1 1995:1999,3.3648992,Tanzania,TZA
48,2004,2000,2004,-1.3989232,.24686265,.037774511,-1.204779,.29975823,.15395063,3.5583715,563.37488,7.1108818,2.280206,9.7786932,-2.5303092,.079634398,3.3570905,28.705547,2.6859546,6.8609061,954.23132,17116734,35387472,2.2477276,9.4661999,20.996758,2.3232214,5.182786,4.9744778,14.422124,4.5090384,90.834419,.8973012,2.4529741,1.6371241,5.1403646,.28147513,1.325083,17.194183,17.556171,.75560975,.48203957,.61696661,.54940927,.54181373,.6011284,-.52566653,.59116119,.58486426,5.1493511,-2.4905894,.082861111,.15053637,.012661523,.043545131,.016412659,.49067298,.010443907,.004984444,.022685638,4.4982553,89.860207,1.658878,5.2534132,4.4380145,84.606789,2 2000:2004,1.9616263,Tanzania,TZA
48,2009,2005,2009,-1.3461125,.26025003,.042211421,-1.6590692,.19031605,.19031605,3.3787475,681.0011,9.2843027,2.3185451,10.160881,-2.1662765,.11460356,3.7857566,44.068996,2.8357215,7.1135478,1228.4985,19764690,40721636,2.5680063,13.0398,32.198517,22.761864,5.8604207,5.4889722,20.796217,4.9878206,146.61652,1.3210227,3.747252,2.4348397,11.413988,.7299515,2.07498,37.740376,40.687897,.79795521,.42634192,.60903364,.54660648,.56303984,.5656873,-.536524,.58477741,.57433361,10.452554,-2.2376318,.10671091,.19613747,.014033461,.066239737,.026181389,.61577529,.014676883,.004984444,.021991618,4.4993768,89.961029,1.6651044,5.2862253,4.438818,84.674805,3 2005:2009,2.2283251,Tanzania,TZA
48,2014,2010,2014,-1.2478747,.28711435,.05569426,-1.0138679,.36281297,.23178484,3.3000925,794.508,9.5656128,1.9973099,7.369206,-.029072581,.97134596,3.9206369,50.432556,2.9663668,7.3493009,1555.1086,22153424,47103356,2.6893702,14.7224,33.192535,56.347992,9.3125238,6.1913095,35.48951,5.4733539,238.25798,1.2982148,3.6627519,2.3640518,10.633951,.23065947,1.2594303,29.4748,50.429333,.80422407,.41372252,.57641584,.53603017,.58834857,.55571163,-.54632246,.57907546,.56776857,12.546549,-2.2434397,.10609296,.19387701,.015076822,.075227454,.048366588,.55533683,.017453408,.004984444,.021991618,4.4996953,89.989693,1.7222935,5.5973516,4.4354768,84.392342,4 2010:2014,2.2581747,Tanzania,TZA
48,2019,2015,2019,-1.2282803,.29279566,.052940838,-.98044688,.37514341,.24711707,3.0908065,931.73114,4.6431947,1.531782,4.6264138,-.26998335,.76339221,3.5497255,34.803764,2.9860642,7.6915951,2189.8645,25495108,54702224,2.8203068,16.782,36.33746,77.015167,12.559841,4.3336997,19.618147,5.5291862,251.93878,1.3842307,3.9917541,2.6903851,14.737349,.41372839,1.5124463,44.741383,37.357506,.77797794,.47748369,.56038588,.51258737,.60142088,.53933477,-.54783815,.57819843,.57051671,13.332944,-2.3363998,.096675053,.17633794,.014067006,.081354283,.056041934,.46389338,.015326288,.0043234848,.021991618,4.4799027,88.226105,1.7448995,5.7253261,4.4128079,82.500786,5 2015:2019,1.5354027,Tanzania,TZA
49,1999,1995,1999,-1.3325559,.26380214,.093428731,-1.1309397,.32272986,.20883366,3.1438391,518.39807,5.8359866,2.2471232,9.4604807,.40856743,1.5046607,4.2820039,72.385361,2.9706662,6.3278637,559.95905,1441385.8,4494790.5,2.207109,9.0894003,14.687672,.11685614,6.7115641,10.347656,5.1742496,4.1095638,60.920147,1.4542931,4.281456,.1706869,1.1861193,.80172092,2.2293742,3.8586123,1.4676284,.65892893,.72075838,.68370563,.68529052,.67007118,.63642806,-.39176378,.67586374,.67532074,17.823515,-2.3188379,.098387852,.17710815,.01667021,.062236361,.016595453,.56377548,.034420613,.01173049,0,4.5028872,90.277397,1.7103177,5.5307183,4.4396663,84.746674,1 1995:1999,1.7640433,Togo,TGO
49,2004,2000,2004,-1.3133068,.2689293,.092034586,-1.098493,.3333731,.22303446,-.77767414,505.5965,2.3820739,1.1808574,3.2571659,1.719605,5.5823231,4.3150339,74.816154,2.6867025,6.474987,648.71088,1710662.8,5196483,2.6382856,13.9892,15.405705,3.3443501,6.7378402,7.2681575,9.6867714,3.3844509,29.501791,1.2590921,3.522222,.52565998,1.6915749,.85272634,2.3460343,4.684279,2.0298226,.63099301,.76291132,.59630626,.64766204,.65177053,.63374078,-.4248049,.65389735,.65180242,13.132777,-2.3904061,.091592476,.16396922,.016425403,.058242861,.016351745,.51928908,.033915132,.011558225,0,4.4400134,84.776062,1.6484203,5.198761,4.376729,79.577301,2 2000:2004,.86797148,Togo,TGO
49,2009,2005,2009,-1.2906793,.27508384,.07528884,-1.491879,.22494958,.22494958,-1.3947767,461.74347,4.739388,1.9872335,7.2953238,2.285248,9.828124,4.454514,86.014336,2.6768999,6.1922035,488.92224,1991794.3,5925828,2.641654,14.0364,17.974747,20.116539,7.3763795,11.146409,9.4267349,4.1948495,66.343735,1.2388726,3.45172,1.3493023,3.8547349,1.0266967,2.7918284,8.9228668,5.3908229,.65084356,.71152669,.56911552,.61449838,.63854688,.61276573,-.45747006,.63288277,.63081843,18.326508,-2.2651129,.1038183,.18360564,.020868188,.077736706,.038373858,.52763104,.04178955,.016217384,0,4.4278307,83.74955,1.6397477,5.1538692,4.3643169,78.595688,3 2005:2009,1.555908,Togo,TGO
49,2014,2010,2014,-1.1897357,.30430168,.065880947,-.9554686,.38463187,.24275684,3.432548,518.7533,1.0109782,2.1075602,8.2281418,2.165319,8.7173815,4.6326814,102.78933,2.6543269,6.2002072,492.85123,2307761.8,6776827.5,2.930959,18.7456,26.363379,50.969933,10.312935,15.821496,34.615719,5.2028313,181.78618,1.4966297,4.46661,2.1592472,8.6646128,.99025142,2.6919112,19.957172,10.205865,.68176734,.75614554,.59396827,.61315817,.64150023,.61294991,-.43091381,.64991492,.64764702,30.803558,-2.1875474,.11219158,.20386413,.017101169,.11494598,.068569943,.4958148,.029461179,.018935896,0,4.4199119,83.088974,1.6545389,5.2306671,4.3548908,77.858307,4 2010:2014,.010918398,Togo,TGO
49,2019,2015,2019,-1.1939451,.30302346,.054248121,-.94324529,.38936219,.247031,2.6346219,600.06714,8.5836306,1.5094874,4.5244112,1.9307125,6.8944201,4.1888576,65.947395,2.4850316,6.365037,581.16632,2656431.3,7700609,3.0115073,20.318001,21.861088,74.706879,12.666011,8.9195023,12.015001,5.3557644,211.82585,1.4618164,4.3137879,1.9500977,7.0293741,1.0975187,2.996721,18.859138,17.78759,.72002876,.69724858,.63471836,.63512999,.68015885,.65210199,-.40063021,.66989774,.66877365,30.917429,-1.7807161,.16851743,.25165614,.080244899,.13218763,.085177504,.62705511,.19432396,.022678044,0,4.3823466,80.025597,1.679018,5.3602896,4.3130155,74.665306,5 2015:2019,2.149857,Togo,TGO
50,1999,1995,1999,-1.1234133,.32516801,.11542853,-.8645342,.42124772,.30675212,3.7054105,2388.5627,6.0932245,-.22924942,.79513019,1.2492061,3.4875729,4.4256129,83.564018,1.3904818,.067661814,1.0700034,3069187.5,9382261,3.1716416,23.8466,23.884209,.23428017,26.779202,2.4966261,45.331566,7.0926523,1203.0946,1.8670716,6.4693241,4.0743275,58.810905,.97792137,2.6589236,160.09918,.30685979,.71765316,.83792746,.87850863,.75819182,.74125606,.69868767,-.25872222,.77203745,.7692607,61.998726,-1.725867,.17801864,.28653076,.064083278,.13367786,.17251602,.61596286,.063049816,.015840767,.1121524,4.1232138,61.757397,2.1080546,8.2322102,3.9801524,53.525185,1 1995:1999,1.8071774,Tunisia,TUN
50,2004,2000,2004,-1.0532819,.34879115,.13815932,-.78166562,.45764312,.35157627,3.2897506,2839.0613,3.1036651,.19203965,1.2117186,1.4668455,4.335537,4.4469929,85.369835,.83266008,.30233231,1.3530108,3293281.5,9868217,3.1987791,24.5026,24.056953,13.514881,26.970127,3.1081624,67.115074,7.2699981,1436.5475,1.8478692,6.346282,4.2434397,69.647018,1.007761,2.7394605,181.4247,.2826823,.68670899,.83630335,.88910478,.73957002,.76419795,.76657104,-.24793671,.78040934,.77749211,60.700432,-1.7417144,.17521976,.29245216,.052649371,.14416333,.1794322,.61047709,.049966492,.015840767,.091472477,3.9821813,53.6339,2.1910644,8.9447289,3.7997313,44.689171,2 2000:2004,1.1325837,Tunisia,TUN
50,2009,2005,2009,-1.0085051,.36476386,.17098096,-.91768783,.39944154,.39944154,3.52455,3406.1865,3.8999016,.096945502,1.1018003,1.4836271,4.4089084,4.5963554,99.122421,.98017234,.26116866,1.2984467,3564599.5,10310567,3.1665125,23.7246,23.007813,75.986549,31.734211,6.3985338,196.76733,7.7880964,2411.7222,1.8611282,6.4309878,4.6955528,109.45933,1.0657136,2.9029098,261.42731,2.8647103,.62139684,.81368482,.87826788,.74985379,.7967748,.72476017,-.2690264,.76412308,.75958306,59.119095,-1.7115247,.18059024,.3028934,.052785482,.14862326,.21104965,.59149432,.051391516,.014586655,.091472477,3.8463888,46.823666,2.2496021,9.4839621,3.6200571,37.339703,3 2005:2009,1.3609513,Tunisia,TUN
50,2014,2010,2014,-.95454633,.38498676,.24062058,-.68857372,.50229198,.44021627,1.2616148,3737.7507,4.2770224,.63399452,1.8851258,1.5672966,4.7936716,4.6434002,103.89703,.99609607,.43481785,1.5446817,3915738.3,10848051,3.1703241,23.815201,22.234234,116.6814,51.226704,6.0032783,118.99521,7.9948134,2965.5369,1.9142385,6.7817721,5.0605507,157.67732,1.3180921,3.7362859,400.8949,3.6338587,.77074647,.70380551,.80810612,.71287066,.76892567,.74739122,-.28505316,.75197428,.74972224,75.373512,-1.533947,.21568269,.34898633,.075808369,.17684571,.2946538,.58674979,.074776649,.0095702074,.1417098,3.8012216,44.755825,2.3278322,10.255685,3.5409634,34.500141,4 2010:2014,1.4532571,Tunisia,TUN
50,2019,2015,2019,-.78030139,.45826787,.3892898,-.66402262,.51477641,.4545821,.4859933,3906.3845,5.6153164,.65323967,1.9217566,1.555396,4.7369618,4.6045256,99.935539,1.1102742,.88462532,2.4220767,4061867.3,11435451,2.9560764,19.222401,18.981924,127.25645,67.543198,2.3654683,81.36586,7.8632965,2600.0771,1.9711155,7.1786799,4.9886947,146.74477,1.4095397,4.0940704,494.93295,2.187748,.87058967,.64102542,.78655809,.68004668,.78742468,.74758518,-.28474644,.75220495,.74835485,82.510078,-1.4317795,.23888345,.39799115,.072498299,.19953234,.3661207,.62264097,.085898019,.014574634,.11288965,3.8584585,47.392242,2.4426718,11.503735,3.5804172,35.888508,5 2015:2019,1.725498,Tunisia,TUN
